"geneID","2_S1","2M_S7","6_S2","6M_S8","8_S3","8M_S9","10_S4","10M_S10","12_S5","12M_S11","13_S6","13M_S12"
"233","PFLU_3040",5.33351,6.00625,9.05555,7.86745,10.3235,5.80758,6.31235,6.4519,6.2661,3.61264,7.32929,7.63036
"234","PFLU_3118",0,0,0,0,0,0.0895679,0,0,0,0.0807353,0,0
"235","PFLU_3275",0,0,0,0,0.188844,0,0,0,0,0,0,0
"236","PFLU_3287",0.331325,0.12152,1.36457,0.419281,1.13564,0.618834,1.64817,0.618936,1.35506,0.708459,1.51185,1.36003
"237","PFLU_3383",0.0468578,0,0.110257,0,0,0,0.0931742,0,0,0,0,0
"238","PFLU_3426",0.0444734,0.0145132,0.139678,0.112639,0.203276,0.10109,0.0295958,0.0369511,0.114228,0.0544361,0.27154,0.0972767
"239","PFLU_3438",0.0413268,0.0404199,0,0,0,0.0561377,0,0,0,0,0,0
"240","PFLU_3489",13.6531,13.7461,76.8487,43.4487,98.8736,39.8021,138.86,125.788,189.872,60.2645,125.327,113.129
"241","PFLU_3549",0,0,0,0,0,0,0,0,0,0,0,0.087285
"242","PFLU_3551",0,0.0787055,0,0,0,0,0,0,0,0.0982113,0,0
"243","PFLU_3570",0,0,0,0,0.120901,0,0,0,0,0,0,0
"244","PFLU_3608",0.115341,0,0,0,0,0,0,0,0,0,0,0
"245","PFLU_3634",1.61109,0.786952,2.75461,2.22225,2.67692,0.792006,3.04793,1.33644,2.53423,1.25007,4.14085,1.44442
"246","PFLU_3726",2.1115,1.00046,3.00942,2.75135,3.36236,1.03944,2.7931,1.75198,1.96883,0.858703,5.56304,2.38312
"247","PFLU_3747",0,0,0,0,0,0,0,0,0,0,0,0.0740765
"248","PFLU_3754",1.68544,0.587041,2.54326,2.1284,1.64984,0.48483,1.42327,0.89762,1.84867,0.878002,1.20804,1.58553
"249","PFLU_3783",0,0,0,0,0.258804,0,0,0,0,0,0,0
"250","PFLU_3786",5.69781,3.9973,16.5987,15.6233,16.867,8.2366,13.3487,9.31798,15.4249,6.16166,23.6392,8.7958
"251","PFLU_3797",0,0,0,0,0.112257,0,0,0,0,0,0.0995326,0
"252","PFLU_3802",0.100319,0.0979066,0,0,0,0,0,0.0831546,0,0,0,0
"253","PFLU_3808",56.2716,58.7458,277.412,192.768,389.053,171.316,544.88,492.309,727.873,221.154,531.126,609.879
"254","PFLU_3811",0,0,0.133241,0,0,0,0,0,0,0,0,0.124071
"255","PFLU_3813",9.3098,4.68591,24.0547,14.4362,25.9653,14.1249,21.1468,13.4113,26.4337,8.41759,40.2371,23.1821
"256","PFLU_3817",30.2365,26.5589,105.995,68.1326,114.5,46.9438,60.8727,40.733,56.1787,19.8233,70.8605,28.5968
"257","PFLU_3820",2.81991,3.46523,36.7522,24.2878,56.6588,19.0324,158.959,101.292,101.024,32.0332,123.14,114.709
"258","PFLU_3821",0,0,0,0,0,0,0,0.486934,0.282006,0,0.294079,0
"259","PFLU_3822",0,0,0.108673,0.116873,0.211057,0,0,0.115016,0.0888711,0.112824,0.0936014,0
"260","PFLU_3823",0,0,0,0,0.0505843,0,0.13245,0.165485,0.127887,0.0270803,0.180022,0
"261","PFLU_3825",0,0,0,0,0,0,0,0.215592,0,0,0,0.285782
"262","PFLU_3826",0,0,0,0,0,0,0,0.119909,0.277785,0,0,0.318181
"263","PFLU_3829",1.33513,1.38502,18.0918,11.0592,35.5007,10.1686,61.5125,48.4726,67.1235,17.4021,88.2976,63.2393
"264","PFLU_3858",0.130124,0.0848394,0.61244,0.878183,0.495559,0.41231,0.258857,0.468129,0.166948,0.370938,1.31913,0.379856
"265","PFLU_3871",20.6084,18.5253,36.7417,26.9877,37.3224,14.1115,30.8753,18.5279,41.1304,14.2363,47.794,29.95
"266","PFLU_3873",0.142691,0,0,0,0,0,0,0,0,0,0,0
"267","PFLU_3887",0,0,0.170867,0,0,0,0,0,0.279461,0,0,0
"268","PFLU_3889",25.1556,15.4957,16.2896,10.4023,17.9231,8.36132,23.1069,16.3882,28.2039,11.8881,42.6059,16.3508
"269","PFLU_3890",0,0.0375998,0,0,0,0,0,0,0,0,0,0
"270","PFLU_3915",2.83641,1.84048,5.34232,4.98888,4.50308,2.35639,3.68869,2.50446,4.02399,1.27781,6.73145,3.46296
"271","PFLU_3920",15.6862,10.5741,22.5683,19.9747,21.1777,10.253,16.3641,11.3967,20.9374,7.35532,26.2395,15.4288
"272","PFLU_3926",0,0,0.775161,0,0,0,0,0,0,0,0,0
"273","PFLU_3928",47.5341,36.0803,82.0932,59.5207,84.2028,37.3672,72.3802,43.4433,93.3471,27.649,137.802,63.7416
"274","PFLU_3965",4.35704,4.01119,6.53407,3.51394,5.91518,2.82133,3.88451,5.08232,8.13657,3.00473,6.76758,4.56524
"275","PFLU_4007",0.093298,0.0456786,0.0659419,0.165433,0.127936,0.0254696,0.074556,0.0465175,0.0359515,0.0342719,0.228027,0.0408067
"276","PFLU_4028",0,0.0781599,0,0.101127,0,0,0,0,0,0,0.243134,0.0874664
"277","PFLU_4038",1.17793,0.633238,2.07793,1.19195,2.42222,0.718137,2.45567,1.17301,3.05872,0.862563,3.93246,2.70929
"278","PFLU_4039",0,0,0,0,0.0973579,0,0,0,0,0,0,0
"279","PFLU_4148",128.004,106.677,270.823,222.927,274.936,123.507,212.781,156.895,270.544,94.5313,304.067,162.674
"280","PFLU_4150",0.474978,1.38736,1.1366,1.21362,1.11074,0.00610656,0,0.408895,0,0,1.92203,0
"281","PFLU_4183",29.0318,22.6271,63.0841,44.0449,60.4964,33.0507,59.9841,40.6065,80.0032,29.5274,104.041,60.1264
"282","PFLU_4187",0,0,0,0,0.161773,0,0.140378,0.0587406,0,0.0863495,0,0
"283","PFLU_4192",14.3297,12.1021,25.2122,17.401,26.4547,13.7483,25.4971,19.6931,30.9822,13.3627,45.123,25.4868
"284","PFLU_4196",0,0,0,0.111275,0,0,0,0,0,0,0,0
"285","PFLU_4208",0,0,0.142351,0,0.207256,0,0,0,0,0,0,0.0661603
"286","PFLU_4209",0,0,0,0,0,0,0,0,0,0,0,0.115875
"287","PFLU_4311",0,0,0.162311,0,0,0,0,0,0,0,0,0
"288","PFLU_4314",0,0,0,0,0,0,0.0892862,0.0372676,0,0,0,0
"289","PFLU_4394",1.33737,0.934408,0.629552,0.483584,0.698513,0.363503,0.684555,0.158636,0.147097,0.373584,1.16287,0.250929
"290","PFLU_4425",0,0,0,0,0,0,0.178835,0,0,0,0,0
"291","PFLU_4436",0,0,0.108413,0,0,0,0,0,0,0,0,0
"292","PFLU_4486",0,0,0,0,0,0.0582497,0.0853299,0,0.0825458,0,0.260904,0
"293","PFLU_4526",14.8318,12.0049,19.2223,15.822,17.4658,8.79709,14.6122,8.1074,14.5781,5.57456,19.0548,12.4903
"294","PFLU_4533",0,0,0,0,0,0,0.247899,0,0,0,0,0
"295","PFLU_4577",0,0,0,0.616942,0,0.323573,0,0.2033,0,0,0.486402,0
"296","PFLU_4578",0,0,0.0693272,0,0.0672897,0,0,0,0,0,0.0598124,0
"297","PFLU_4590",0,0,0,0,0,0,0,0,0,0,0.0347347,0
"298","PFLU_4593",0.302078,0.0985411,0.237103,0.382435,0.460214,0.411339,0.602294,0.606372,0.436278,0.307912,0.613948,0.385562
"299","PFLU_4613",0,0,0,0,0,0,0,0,0,0,0.23867,0
"300","PFLU_4620",7.02123,5.92511,12.9987,10.4348,11.8013,5.4037,17.0419,9.91007,19.3989,9.24149,37.3283,14.862
"301","PFLU_4629",1.80884,0.572124,1.50188,0.807641,1.45871,0.793527,1.37416,0.750652,1.02351,0.194862,2.80082,1.28168
"302","PFLU_4630",3.68907,1.86202,3.05967,2.76127,4.825,2.14901,3.33157,1.7731,3.75327,1.22049,7.12235,2.18282
"303","PFLU_4631",0,0,0,0,0,0.0765443,0,0,0,0,0,0
"304","PFLU_4676",0,0,0.164667,0,0.160008,0,0,0,0,0,0,0
"305","PFLU_4704",0.795976,0.77668,3.8248,3.05715,3.7425,4.30663,0.799513,0.687742,0,3.49968,0,4.53558
"306","PFLU_4706",0,0,0,0,0,0,0.274748,0.11495,0,0,0,0.15181
"307","PFLU_4714",1.83137,0.977823,4.66187,3.41987,4.65031,2.29457,4.06056,3.11976,4.95264,2.37691,7.78953,3.03504
"308","PFLU_4716",3.60296,3.07269,6.16186,5.7992,6.8848,5.94041,7.01771,6.35921,8.06245,4.79489,13.1103,6.4588
"309","PFLU_4748",0.0229802,0,0,0.0581898,0,0.0626047,0,0.0381779,0,0,0,0
"310","PFLU_4758",0,0,0,0.130993,0,0,0,0,0.0996042,0,0,0
"311","PFLU_4761",5.77817,6.58217,20.5723,12.6145,23.2,13.8179,35.5072,35.7164,47.4419,25.8083,44.6454,41.0792
"312","PFLU_4809",0.0521919,0,0,0.132057,0,0.0707809,0,0,0,0,0.105694,0
"313","PFLU_4810",0.0462946,0,0,0,0,0,0,0,0,0,0,0
"314","PFLU_4843",0.875407,0.748806,2.05931,1.52268,3.87537,2.07681,1.84768,2.22503,4.73642,2.27096,5.87041,2.87599
"315","PFLU_4878",0.0809254,0,0,0,0,0,0,0,0,0,0,0
"316","PFLU_4897",0,0,0,0,0,0.0287705,0,0,0,0,0,0
"317","PFLU_4912",0,0,0,0,0,0,0,0,0,0,0,0.361951
"318","PFLU_4917",0.103723,0,0,0,0.0790068,0.141039,0.275419,0.0574216,0.332789,0.0422643,0.140363,0.151349
"319","PFLU_4920",0,0,0,0,0,0,0,0,0,0,0.312821,0
"320","PFLU_4933",0,0,0,0,0.0504105,0.060103,0,0.0183241,0.084965,0.0539747,0,0.144783
"321","PFLU_4952",0,0,0.0958229,0,0,0,0,0,0,0,0.0825786,0
"322","PFLU_4965",0,0.0629463,0,0,0,0,0,0.160334,0,0.078584,0.130231,0
"323","PFLU_4987",35.6312,36.3935,90.9221,65.4374,179.193,102.816,326.549,480.718,453.991,129.132,112.667,161.649
"324","PFLU_4994",29.7778,27.9586,108.816,70.6092,97.3318,52.0023,80.1876,60.2974,58.0503,29.071,64.6211,85.4254
"325","PFLU_5001",0,0.0515846,0,0,0,0,0,0,0,0,0.106845,0
"326","PFLU_5034",0.0457049,0.0298297,0.215316,0,0.104452,0.0415531,0,0.0379739,0,0.0372947,0,0.0333239
"327","PFLU_5043",0.0392224,0,0,0,0,0,0,0,0,0,0,0
"328","PFLU_5050",0,0,0,0,0.0838219,0,0,0.0304592,0,0,0,0
"329","PFLU_5068",0,0,0,0,0.237862,0,0,0,0.100142,0.0635542,0,0.113992
"330","PFLU_5077",40.8972,30.8966,117.919,70.7926,74.6773,38.9212,55.1234,36.5261,23.6448,17.1472,43.2203,57.3207
"331","PFLU_5124",0,0,0.0761948,0,0,0,0,0,0,0,0,0
"332","PFLU_5138",0.1107,0,0,0,0.252857,0.297636,0.218381,0.642131,0,0.269284,0.444893,0
"333","PFLU_5139",0.0301845,0,0,0,0.344885,0.0410711,0.300727,0.150411,0.0581157,0,0.0613065,0.132113
"334","PFLU_5144",4.35941,2.86123,10.7105,12.0139,16.2038,5.63645,11.2305,5.45255,14.0141,4.68325,16.7055,9.55131
"335","PFLU_5162",0,0,0,0,0,0,0.133563,0,0,0,0,0
"336","PFLU_5172",0.0668734,0,0,0,0,0,0,0,0,0,0,0
"337","PFLU_5180",9.74529,7.35145,20.8564,13.1527,20.9953,8.81848,13.7499,11.557,16.7882,6.40519,22.4779,10.5675
"338","PFLU_5187",0,0,0.104422,0,0,0,0,0,0,0,0,0
"339","PFLU_5203",0,0,0,0,0,0,0,0,0.0786951,0,0.0829274,0
"340","PFLU_5218",0,0.0619132,0.297978,0.320499,0.434241,0,0.125716,0.157702,0,0.23189,0.128107,0.138797
"341","PFLU_5242",0,0.075553,0.18182,0.19558,0.176712,0,0,0,0.148687,0,0,0.16954
"342","PFLU_5244",0,0,0,0,0,0,0,0.0164006,0.0760387,0,0,0
"343","PFLU_5249",12.2706,3.81393,16.5184,11.8418,19.1997,5.34386,16.2837,8.65653,15.7879,5.64912,32.1408,9.5404
"344","PFLU_5253",0.023863,0,0.168579,0.0604238,0.054533,0,0.0475867,0.0198218,0,0,0.048508,0
"345","PFLU_5254",0.0419571,0.0410354,0,0,0,0.0569885,0.0834804,0.0348344,0.0807498,0,0.0850835,0
"346","PFLU_5255",0.138583,0,0,0,0,0,0,0,0,0,0.277456,0
"347","PFLU_5260",0.0636622,0.0622867,0.0749366,0.080583,0.145478,0,0,0,0.0612824,0.0389179,0.129273,0
"348","PFLU_5265",0,0.0181427,0.0436527,0,0,0,0,0,0,0.0226807,0,0
"349","PFLU_5266",0,0,0,0,0.127919,0.0758823,0,0.13939,0,0,0.113319,0.122625
"350","PFLU_5269",0.0637676,0.0623897,0.225182,0.0807163,0.145719,0,0.317589,0.609005,0.306919,0,0.129486,0.139558
"351","PFLU_5330",27.7064,21.3373,67.3157,51.5303,83.5287,37.7899,76.2573,58.3914,104.681,38.2546,131.089,64.528
"352","PFLU_5333",0.677259,0.893182,9.84446,4.54753,26.4448,8.85563,367.273,575.074,138.733,10.7302,8.79242,5.86392
"353","PFLU_5401",0.0490042,0,0,0,0,0.0664897,0,0.0406772,0,0,0,0
"354","PFLU_5407",0,0,0,0,0,0,0,0.0652014,0.151109,0,0,0.172316
"355","PFLU_5410",0,0,0,0,0.0527677,0.031452,0,0.0191805,0,0,0,0
"356","PFLU_5416",27.9166,16.1857,44.7034,31.4198,46.7265,23.6991,43.0758,33.0545,46.3303,21.4324,76.4997,34.7717
"357","PFLU_5441",0,0,0,0,0,0,0.0811926,0.0677518,0,0,0.331011,0.178644
"358","PFLU_5443",10.2115,8.49695,26.6642,24.5954,32.2366,13.7423,20.8446,14.2775,20.5989,8.48027,21.9707,11.5712
"359","PFLU_5448",0.409851,0.532624,2.24352,1.72448,2.4961,1.82953,1.61189,1.35755,0.786272,0.82941,1.36795,0.900118
"360","PFLU_5462",0,0,0,0,0,0,0,0,0,0,0,0.07048
"361","PFLU_5469",0.145935,0.14219,0,0,0.333277,0,0.286643,0,0,0.531209,0.583786,0
"362","PFLU_5483",0,0.0949495,0,0,0,0,0,0,0,0,0,0
"363","PFLU_5498",0,0.0207127,0,0,0,0,0,0.0175794,0,0,0,0.0462971
"364","PFLU_5503",1188.74,1263.78,4625.32,2882.48,3325.6,1519.05,2380.93,1727.97,926.085,568.621,1869.04,2728.5
"365","PFLU_5504",0.202094,0,0,0,0,0,0,0,0,0,0,0
"366","PFLU_5515",0.398541,0.258999,2.49358,0.670824,2.42727,1.42403,1.30678,0.880151,2.03913,0.806722,0.532345,0.875168
"367","PFLU_5517",0,0,0,0,0,0,0.425395,0,0,0,0,0
"368","PFLU_5524",0.160502,0,0.754486,0.2029,0.366675,0.325129,0.953476,0.266228,0.154249,0.0978041,0.647648,0.703664
"369","PFLU_5528",2.19637,1.86834,4.51784,6.22839,3.15235,2.54179,4.82849,2.74642,2.64857,1.33676,1.09152,6.10515
"370","PFLU_5529",656.977,564.897,5051.17,3127.04,4397.29,2155.44,3214.42,2953.66,1874.31,1010.76,3047.34,3628.41
"371","PFLU_5530",0.0288721,0,0,0,0,0,0,0,0,0,0,0
"372","PFLU_5532",6.23971,5.0313,25.7353,21.1477,21.1703,7.99457,15.5677,12.675,7.85597,3.39163,10.7067,14.7446
"373","PFLU_5533",196.449,175.285,807.831,448.609,632.897,240.262,638.496,408.407,310.931,140.534,506.792,527.314
"374","PFLU_5534",62.6761,47.1676,215.661,115.352,184.054,66.7624,179.242,105.203,123.345,50.0288,203.553,154.41
"375","PFLU_5535",0,0,0,0.554519,0,0,0,0,0,0,0,0
"376","PFLU_5537",0.195544,0.28629,1.83735,0.741253,0.893375,0,0.579563,0.324197,0.187815,0,0.590415,1.28669
"377","PFLU_5568",0.515868,0.448225,0.808948,0.725043,0.785784,0.62139,0.682959,0.428112,0.661542,0.209886,0.579987,0.376653
"378","PFLU_5582",0,0,0,0,0,0,0,0,0,0,0.0645303,0
"379","PFLU_5584",0,0,0,0,0,0,0,0,0,0,0,0.0865671
"380","PFLU_5589",0,0,0.147536,0,0,0,0,0,0,0,0,0
"381","PFLU_5592",81.3331,66.8173,170.902,131.26,183.211,86.8569,147.768,102.33,162.631,70.4281,201.472,103.198
"382","PFLU_5646",0,0,0,0,0.361681,0,0,0.0437936,0,0,0.320534,0
"383","PFLU_5649",1.68575,0.951206,2.98931,2.8125,3.5352,1.35137,1.46405,1.68051,2.82662,0.800813,2.2185,1.25821
"384","PFLU_5652",0.251419,0.294986,0.23661,0.127235,0.114895,0.136426,0.199888,0.125214,0.290244,0,0.407424,0.220232
"385","PFLU_5682",0.268979,0.473322,0.885872,1.08887,0.122917,0.364692,0.748143,0.223244,0.413971,0.262709,0.980271,0.117821
"386","PFLU_5686",10.5865,7.42249,22.2826,17.0114,18.9897,10.4623,20.2156,12.511,26.0122,9.14174,35.4168,15.1846
"387","PFLU_5691",12.6285,8.42424,15.4952,11.9845,17.9842,7.71508,12.8274,8.16234,16.0567,5.17891,22.8556,11.9488
"388","PFLU_5701",21.3055,15.2942,50.6761,40.9548,70.8182,32.2016,74.3141,44.499,102.794,28.3504,142.449,77.5231
"389","PFLU_5707",33.4798,27.9802,141.189,78.5013,134.254,49.2483,121.073,86.8366,113.465,41.0118,124.34,137.721
"390","PFLU_5709",0.212805,0,0.500628,0.673034,0.486237,0.216417,0.422817,0.353248,0.204702,0,0.861791,0.233032
"391","PFLU_5724",0,0,0,0,0,0,0,0,0,0,0,0.0709552
"392","PFLU_5735",0.43774,0.341931,0.617169,0.663921,0.2,0.354306,1.21244,0.508161,0.841168,0.426584,1.41171,0.575876
"393","PFLU_5753",0,0,0,0,0.155486,0,0.134967,0,0,0,0,0
"394","PFLU_5777",0,0,0,0,0.176005,0,0.152616,0,0,0,0,0
"395","PFLU_5842",0,0,0,0.17907,0,0,0,0,0,0,0,0
"396","PFLU_5846",0,0,0,0,0,0,0,0,0,0.0560103,0,0
"397","PFLU_5855",0,0.0824919,0,0,0,0,0,0,0,0,0,0
"398","PFLU_5893",1.68688,2.47429,6.9462,4.6245,14.8825,7.82255,509.29,538.424,568.32,204.151,723.781,511.571
"399","PFLU_5900",84.2381,56.4903,110.983,77.2108,98.2965,51.5066,90.1812,64.5658,110.491,45.5701,150.982,81.4999
"400","PFLU_5936",4.83701,4.37987,11.1716,9.63416,17.6022,9.72903,15.5889,9.89015,16.979,6.34653,24.1497,14.9052
"401","PFLU_5946",0,0,0,0,0,0,0,0,0.305955,0,0.160588,0
"402","PFLU_5953",0.244805,0.238199,0,0,0,0,0,0,0,0,0,0
"403","PFLU_6020",0.248494,0.283547,0.584816,0.209641,0.473182,0.393804,0.494452,0.378239,0.717383,0.303625,1.25987,0.453344
"404","PFLU_6045",12.6023,8.74772,18.071,15.2304,14.486,9.31369,10.8309,7.09959,10.9692,5.69956,12.9546,7.47074
"405","PFLU_6118",143.439,145.068,1988.53,1182.79,2088.08,879.349,2928.51,2140.41,1616.57,758.237,2467.17,2773.78
"406","PFLU_6119",0,0,0,0,0.174609,0,0,0,0,0,0,0
"407","PFLU_6120",0,0.0784851,1.32198,1.01548,0.550076,0.49059,1.35738,0.966045,0.926657,0.441242,0.569665,1.49313
"408","PFLU_6123",1.05151,0.68365,9.23662,6.27151,10.6812,3.31222,23.1462,13.585,18.7826,7.45595,11.4438,20.7073
