"geneID","1-Rep1_S1","1-Rep2_S25","1-Rep3_S13","1M-Rep1_S13","1M-Rep2_S1","1M-Rep3_S25","2-Rep1_S2","2-Rep2_S26","2-Rep3_S14","2M-Rep1_S14","2M-Rep2_S2","2M-Rep3_S26","3-Rep1_S3","3-Rep2_S27","3-Rep3_S15","3M-Rep1_S15","3M-Rep2_S3","3M-Rep3_S27","4-Rep1_S4","4-Rep2_S28","4-Rep3_S16","4M-Rep1_S16","4M-Rep2_S4","4M-Rep3_S28","5-Rep1_S5","5-Rep2_S29","5-Rep3_S17","5M-Rep1_S17","5M-Rep2_S5","5M-Rep3_S29","6-Rep1_S6","6-Rep2_S30","6-Rep3_S18","6M-Rep1_S18","6M-Rep2_S6","6M-Rep3_S30","7-Rep1_S7","7-Rep2_S31","7-Rep3_S19","7M-Rep1_S19","7M-Rep2_S7","7M-Rep3_S31","8-Rep1_S8","8-Rep2_S32","8-Rep3_S20","8M-Rep1_S20","8M-Rep2_S8","8M-Rep3_S32","9-Rep1_S9","9-Rep2_S33","9-Rep3_S21","9M-Rep1_S21","9M-Rep2_S9","9M-Rep3_S33","10-Rep1_S10","10-Rep2_S34","10-Rep3_S22","10M-Rep1_S22","10M-Rep2_S10","10M-Rep3_S34","11-Rep1_S11","11-Rep2_S35","11-Rep3_S23","11M-Rep1_S23","11M-Rep2_S11","11M-Rep3_S35","12-Rep1_S12","12-Rep2_S36","12-Rep3_S24","12M-Rep1_S24","12M-Rep2_S12","12M-Rep3_S36"
"697","PFLU_0783",30.4575,35.5736,24.3739,23.8639,32.0958,25.8569,27.2372,32.8246,20.0842,26.5551,30.8419,19.7718,26.756,28.2187,25.601,21.4391,29.5433,26.6283,24.5321,28.4983,26.9968,18.7171,27.2398,25.225,26.3733,28.5342,29.4194,27.8353,27.5912,31.2376,29.1794,31.3801,30.3134,28.1845,32.0805,31.8612,25.6024,30.5274,31.6321,29.0936,29.4164,34.7462,25.9538,31.1382,32.1996,30.1293,26.7656,36.849,26.5024,26.9349,30.3539,31.3836,24.4764,30.5946,24.5949,31.6216,28.5347,28.6207,28.1459,32.1554,21.9751,33.4545,25.5698,32.2859,28.1902,37.0141,25.9094,31.5602,20.2449,27.4219,25.1255,34.5905
"698","PFLU_0785",12.055,10.1059,10.4182,9.84186,8.8261,13.0935,10.1626,7.90579,8.37608,9.17394,8.7493,6.88768,13.0621,9.15334,8.50119,9.8228,8.96426,9.9437,18.0384,9.35072,8.88771,7.31662,9.81599,10.1378,14.4888,8.53633,11.7756,14.8686,9.78719,11.643,22.2982,8.48341,17.5572,16.6785,12.1138,15.4105,18.8222,9.12738,18.748,21.8776,10.0988,15.7864,18.5333,10.1683,23.6999,28.7365,10.0635,16.3974,23.4928,11.9293,22.9911,21.5484,9.8183,17.0893,18.6281,14.5482,25.3849,17.9987,9.62578,18.4999,16.7732,14.7201,23.3365,22.761,10.1796,18.5427,13.4384,12.3059,10.8351,12.9242,10.5204,14.7285
"699","PFLU_0786",9.43409,9.31023,9.35731,6.95909,6.40869,7.42423,7.46343,8.19784,5.8379,6.16378,6.98839,8.37386,8.65432,8.20266,7.63153,6.41937,9.09531,9.40492,10.162,10.3237,9.18283,7.23459,7.40657,8.75084,8.62609,8.11911,8.46775,9.45003,9.42903,9.86279,11.649,8.00719,10.6113,8.51852,9.20401,11.0008,11.2998,9.25932,12.7549,9.38509,8.8575,8.32793,10.0833,8.75004,14.819,12.8838,7.33932,11.5302,13.5301,11.0627,14.0177,13.3587,8.72816,9.16367,10.7854,10.2202,14.1172,10.4342,7.64375,13.6812,10.2243,11.2582,11.7992,11.1578,10.8068,11.6117,6.39813,9.02768,8.26567,5.60547,9.0805,9.68595
"700","PFLU_0787",116.886,83.0463,443.082,119.66,133.816,495.382,146.496,50.1467,52.2821,113.988,52.7056,59.8249,287.488,60.6669,69.6576,204.046,66.0249,81.4267,308.051,73.1624,112.124,208.336,67.5283,91.8112,365.831,86.9594,188.201,375.813,90.285,166.456,548.361,82.0179,307.297,490.631,86.217,228.977,524.701,93.8209,376.154,606.573,101.116,225.177,589.168,119.189,492.531,683.137,97.6479,383.669,511.373,126.303,555.694,552.553,100.247,306.5,498.466,152.186,605.207,468.563,93.0703,374.057,410.683,147.076,488.665,448.803,100.514,280.79,188.681,126.456,268.275,172.251,77.4077,192.647
"701","PFLU_0788",180.598,124.127,462.238,169.287,181.6,591.016,221.428,85.3828,104.118,185.52,98.6406,125.701,423.998,103.538,116.713,277.053,114.221,147.56,420.733,92.6134,130.613,290.992,103.182,165.456,456.019,108.969,204.279,384.589,131.312,205.3,706.043,134.946,359.852,606.844,113.937,310.966,675.388,131.969,423.536,624.893,123.629,308.184,660.371,168.693,490.263,726.258,142.873,413.668,608.908,162.662,598.126,569.719,133.344,452.142,573.256,188.903,657.749,516.705,165.7,418.428,445.124,204.246,516.498,483.984,151.598,370.222,308.018,200.117,340.905,271.061,145.503,311.667
"702","PFLU_0789",54.3292,39.8209,115.737,49.8745,50.4208,125.152,58.6968,33.4526,35.2372,50.2925,39.5344,39.112,76.6882,39.9753,39.1458,66.7265,44.2643,51.6817,84.8806,40.8758,49.6003,61.8143,46.8003,47.6383,81.1803,50.365,56.9152,87.2641,45.6047,65.4659,123.21,47.1487,81.663,116.881,51.55,77.6465,106.307,50.6751,97.1342,123.452,49.927,83.6468,109.875,53.5346,114.764,126.462,55.675,111.268,115.821,51.1488,136.263,110.51,48.569,89.2017,93.4519,62.3264,122.624,101.311,50.2858,100.654,80.295,62.8555,100.014,98.0236,52.879,95.13,57.6917,65.8004,66.109,59.6361,49.1878,81.1441
"703","PFLU_0790",12.2283,8.18491,18.7073,13.9544,8.74209,25.9624,12.5046,7.80766,8.94065,10.8616,9.09782,9.64617,16.9814,8.85916,12.7152,14.0774,9.1132,11.0064,17.5451,9.14847,12.4619,12.5689,9.49606,10.5317,18.5628,9.81754,14.3455,20.3437,11.4649,14.2066,22.8053,8.89401,16.8206,23.2469,12.6254,17.573,22.2453,10.1172,20.525,22.3621,11.2873,20.1102,22.8276,11.527,23.3556,25.7756,10.7169,26.1833,21.4037,11.3079,26.2607,22.7813,11.2137,21.1573,18.9481,13.3852,22.4499,22.086,9.89175,18.1048,16.3686,13.7217,21.9509,21.117,11.4232,22.6362,13.4648,11.928,17.0723,17.5828,10.2307,19.0288
"704","PFLU_0791",6.20082,4.37961,6.92725,6.33649,3.64849,5.75972,4.77491,3.73902,4.79333,4.53948,4.40987,4.02428,7.26691,4.7803,4.89049,4.08154,5.1092,5.5679,7.88476,5.1565,5.49189,5.44288,4.83226,5.76879,5.47269,5.02559,6.65853,6.37875,5.68032,6.16621,8.20664,5.52894,6.49024,8.75366,4.89784,7.49052,7.67397,4.76887,7.91593,7.49933,4.7846,7.87763,7.69363,5.52335,9.24444,10.0534,4.84711,8.94018,8.32509,5.424,8.91266,9.34788,5.09686,8.56159,5.64723,6.96995,8.92925,9.21056,5.6127,6.35402,6.39659,5.64461,8.52943,8.00261,6.00628,8.41146,6.09071,5.15492,4.88822,4.76975,5.40246,7.57266
"705","PFLU_0793",72.8746,44.6658,54.7206,61.9436,45.4357,63.5304,69.553,47.8268,47.8542,73.2675,50.2148,45.2816,72.0125,52.4626,58.7936,55.8236,54.1536,59.5006,91.1785,56.343,59.7418,63.3098,58.5443,63.8288,80.0238,58.7489,65.489,99.8602,61.8113,70.2854,100.04,60.2433,80.0387,113.049,68.5323,92.3694,93.9932,62.7874,89.299,100.483,67.7192,101.572,100.264,65.6457,101.577,122.961,71.0463,126.939,91.4464,75.8414,91.87,115.928,80.0943,98.045,94.0821,89.6527,97.4873,114.616,71.6646,130.956,88.2215,90.7399,96.8939,133.335,84.1099,124.251,101.065,86.8875,82.7037,179.543,83.8299,126.663
"706","PFLU_0794",26.925,16.0537,23.4729,23.2606,14.8779,18.298,21.969,15.4043,14.9021,19.8777,16.0917,14.1197,20.4755,18.3386,18.78,17.2422,18.2023,19.8473,25.9529,15.6316,20.6349,18.0101,18.9336,17.9732,22.0366,22.4637,22.0602,29.7098,24.9755,24.9326,29.9484,20.4886,21.5276,35.7459,20.1627,24.6068,23.5664,21.6593,27.6355,29.6776,23.4842,19.4041,23.852,22.8062,33.9727,33.6793,21.6888,33.178,30.4571,23.7779,29.7305,33.5423,22.8733,22.3108,23.7117,30.0275,30.9848,30.7321,22.477,29.759,24.2333,29.5479,29.0137,34.8479,24.6368,43.3969,26.2554,30.5854,18.4839,14.9279,27.3136,36.5259
"707","PFLU_0795",101.595,104.1,116.964,96.9353,110.898,121.014,109.291,88.0999,74.4556,89.9714,98.2098,66.2969,97.7928,106.79,87.7151,74.2089,106.711,102.124,111.337,99.2542,104.556,75.1583,107.96,99.2522,123.074,114.67,117.685,148.197,105.568,122.982,133.953,116.277,150.43,150.14,120.066,143.001,133.311,115.029,169.787,170.198,120.663,178.249,112.443,123.619,190.843,183.17,113.883,163.947,164.963,133.747,171.735,163.346,128.23,135.89,159.707,137.933,155.069,129.379,128.908,167.213,121.522,151.483,171.608,172.972,131.215,144.151,127.308,144.313,88.5162,168.909,120.167,158.941
"708","PFLU_0796",44.2628,41.0038,41.2171,43.1826,39.6342,45.9792,46.1943,40.1869,31.3324,44.895,40.8865,34.3678,47.4206,39.6298,36.3604,43.5776,44.2507,40.2808,51.4812,44.9076,39.7367,44.3194,44.1006,40.6368,52.2883,45.6919,40.4206,59.8095,44.4156,54.2184,53.4998,44.4426,56.4233,56.8503,52.4848,67.2498,51.6126,44.4157,56.3636,63.2216,50.9391,61.6219,50.8538,45.9255,62.9883,71.343,50.6492,71.6986,51.6403,56.4417,55.6737,66.2637,47.0494,60.5666,54.3353,59.5269,63.6656,62.314,49.2093,68.4138,49.9687,59.5095,52.5695,62.6704,53.0626,78.4868,56.7292,65.9948,51.6986,42.1618,53.5566,74.7739
"709","PFLU_0797",53.0792,35.9401,41.2254,48.5948,36.842,40.064,54.5434,34.2778,34.0555,51.6453,35.9802,37.1022,55.9282,37.6454,42.8172,46.369,41.1192,49.078,61.1006,39.5293,47.1569,45.8123,40.5404,48.9161,51.7565,40.5501,52.3323,63.8887,44.8643,64.4242,60.8603,41.5999,56.6207,68.3783,45.7765,67.2353,52.6935,41.1724,60.4445,66.8171,46.7721,65.0795,49.868,43.6466,65.3521,69.1953,44.7567,74.7544,54.4216,49.0089,57.8792,68.6747,45.1488,63.7454,51.3544,50.7371,65.419,65.7386,43.4975,71.1172,47.7508,49.1061,58.2198,65.4983,43.2088,78.3022,43.698,46.5475,41.2577,45.9971,38.7037,64.9491
"710","PFLU_0798",46.1452,28.6453,37.6352,34.6278,25.8799,28.237,41.3765,27.2442,24.0809,37.376,27.4801,23.7901,34.3605,30.1912,32.8906,24.4917,32.6582,30.2105,43.3514,32.484,41.2247,28.0136,31.7118,33.4996,35.6156,31.9781,41.7724,50.4589,37.4698,43.609,54.8376,32.4887,43.6744,52.8971,38.7903,53.0128,45.0436,33.0712,56.9956,56.2111,38.1826,49.5919,42.088,40.8976,67.2979,65.7665,35.8279,64.8687,54.7564,42.0066,67.6353,57.9013,42.0642,49.8502,46.9828,43.1843,60.8289,54.4913,37.5766,55.2489,31.6799,44.5272,54.1741,49.0497,36.5943,61.4286,33.6046,41.7208,30.2024,19.7045,37.6203,50.122
"711","PFLU_0799",28.5325,18.0855,22.5623,24.4944,17.6991,19.6723,20.5956,16.4719,15.961,23.6429,16.2342,14.9242,26.1402,18.3771,17.7328,17.7906,18.8854,19.3621,27.581,19.1552,20.8251,18.032,20.0446,19.623,23.6609,20.0813,23.3548,27.8864,25.0285,25.3493,31.1126,21.3339,27.6087,31.5647,22.2327,29.2953,27.2778,21.2696,31.8012,32.011,22.3064,23.2831,28.7788,23.0221,36.6718,36.5582,21.9724,33.187,32.2883,25.6461,31.1986,29.0611,24.1287,22.6366,25.6067,26.1431,33.4397,27.7893,21.9751,31.4847,26.6018,28.0567,32.2162,33.1753,23.8705,38.1194,22.1531,28.0916,21.8508,19.1588,22.1776,32.1372
"712","PFLU_0800",3.91957,2.66587,3.22328,3.38876,3.07483,3.09508,3.59866,2.7097,2.39522,4.08385,2.48563,2.82879,3.71944,2.89073,3.04331,3.2316,3.27186,3.66897,3.62213,2.92309,2.96373,2.92494,3.2119,3.60354,3.85703,3.33501,3.75181,3.56102,3.62444,4.29981,4.07562,3.79093,3.97197,4.1387,4.47438,4.19278,4.00045,3.56692,3.91423,3.80493,4.06722,4.10892,3.13158,3.65621,4.36105,4.12596,4.06139,5.33024,3.4557,3.68155,4.19728,4.64119,3.80891,4.20239,3.0534,3.45547,4.68009,3.71145,3.53491,4.3784,3.08469,3.82122,4.42598,4.24843,3.28592,4.92765,2.75865,3.5271,3.28503,2.24121,2.63636,4.28906
"713","PFLU_0802",14.5028,8.17901,14.3503,13.7652,8.75847,18.0004,19.42,8.27947,9.76436,14.3841,8.46537,9.34266,22.6346,9.03635,12.5208,13.5392,10.4585,15.8664,25.5501,9.71988,14.5198,14.8409,9.88644,13.1537,21.0236,10.6432,15.5297,20.9345,14.8895,15.2172,28.3673,12.5604,20.1923,26.3292,14.3218,20.8635,27.09,11.7481,28.8566,27.1607,13.3723,20.0288,26.6812,13.2645,34.8496,31.1224,12.1734,26.8072,26.5319,18.8559,35.3477,26.6727,14.2091,21.3542,21.3903,19.1758,28.7744,20.503,13.216,21.7519,26.6239,18.0336,26.8381,26.8516,14.625,26.1796,17.6552,17.2146,14.5792,17.0773,12.446,24.1229
"714","PFLU_0803",35.2119,22.0116,27.8547,31.6935,23.8603,35.9658,37.5883,20.3757,21.3171,34.6265,22.3054,25.9244,55.7476,24.769,27.0438,36.5749,27.5503,29.701,63.1716,25.2718,30.6561,37.9878,28.9938,32.0388,66.8786,30.4719,35.479,58.4893,28.1809,42.0737,78.1694,30.8193,54.9577,65.1238,31.9936,49.5037,79.3533,32.0658,63.9215,71.6707,30.8042,60.7868,84.6769,38.3996,79.6761,96.3471,32.0858,65.1704,77.4632,41.0796,81.8335,79.3002,37.2109,63.842,71.75,45.2749,81.4597,72.1162,35.3304,60.1308,72.942,48.5668,84.5677,83.5855,37.2857,63.0769,61.0302,48.258,57.7351,80.1887,32.493,58.8991
"715","PFLU_0804",16.24,5.98507,7.37622,14.985,6.13508,8.27802,16.615,7.14329,7.46215,15.3714,8.16285,7.95088,15.7904,10.0408,10.1435,13.1721,10.9464,12.3926,20.5581,12.0618,12.0848,13.8567,10.9833,11.9029,19.4681,11.2992,13.3264,21.287,13.3255,14.4019,19.1509,12.8433,13.9545,20.5848,12.7635,16.4247,14.6481,11.6674,16.3219,18.4455,13.1153,17.3096,15.4742,12.3705,22.4265,19.3122,12.4525,24.9257,13.76,16.083,17.3206,15.362,15.8384,16.2881,13.6291,17.5655,15.8869,13.2844,14.888,15.2326,12.9129,14.9783,11.6502,16.3316,13.4457,15.5263,11.2603,14.1805,9.67621,7.41895,10.1551,12.5062
"716","PFLU_0805",19.179,6.31697,8.17054,18.274,5.79066,5.7883,17.7327,7.31909,7.65122,15.2009,8.41145,6.757,12.9814,11.9201,11.7017,12.0399,9.9632,12.5509,18.2907,10.5821,12.9306,13.1147,10.387,10.4781,16.8339,11.7931,13.6742,21.4396,13.3776,14.1111,17.6982,11.1008,14.3985,20.6112,13.6857,15.6446,14.3428,12.9155,15.9836,16.5121,14.6189,14.9102,12.8205,13.902,22.5795,19.3906,13.4832,23.709,16.0253,18.1447,16.2801,16.2461,15.957,13.7693,12.7732,17.672,14.0612,11.0754,16.6307,16.0808,11.0989,16.7969,12.0378,16.2142,13.8592,17.3174,9.08831,13.4298,6.37459,5.6825,12.6967,12.6275
"717","PFLU_0806",18.1615,5.17453,6.53074,13.8254,5.51658,6.12027,14.7099,6.11951,6.53318,13.2656,5.52717,5.10879,13.4405,7.88986,8.62475,11.3368,8.98903,9.61551,16.0475,9.47188,11.2516,10.691,10.2295,9.50183,15.0214,9.99101,11.0577,19.9415,11.7015,13.9113,15.8779,11.5088,12.082,17.1824,10.5631,13.6172,12.1164,11.0971,14.7216,16.101,12.4222,11.3745,14.0319,11.7256,19.7572,16.1707,10.4908,24.1153,14.3685,15.84,14.3534,13.8986,14.4459,12.506,9.44843,15.8632,13.813,11.3874,10.9906,12.5697,9.40927,14.7426,10.8232,14.3615,11.6737,15.404,10.5482,12.6203,7.29344,8.34446,10.452,11.8424
"718","PFLU_0808",6.70444,3.95101,5.9793,6.3364,3.75885,5.23042,5.75594,3.67195,4.74612,7.3854,4.48454,5.47326,5.68,4.93518,5.25829,4.80019,4.95343,6.80027,5.83051,4.439,5.76297,4.30564,4.82966,5.8886,5.56167,5.1593,5.35311,6.27667,5.88181,6.99263,5.97216,6.07352,6.41101,6.51437,5.56987,7.11511,5.4731,5.21743,6.63906,6.79623,6.10227,6.91048,5.9521,5.52644,7.29888,6.82208,5.04585,8.84395,5.83672,5.36587,6.31295,7.23824,5.5757,7.15286,5.24843,6.31809,6.46519,6.55302,6.24786,7.65347,5.52792,6.73771,6.91475,7.39406,6.1863,8.79558,6.8208,6.71395,5.54439,5.20334,6.34866,8.64287
"719","PFLU_0810",14.3571,8.96257,9.23732,11.7922,9.45922,9.89765,13.4149,9.4601,9.00925,12.0237,10.0945,8.69102,11.9917,10.6951,10.4145,9.31961,11.9098,12.6319,13.0083,11.3148,13.0336,9.5745,12.0778,13.4772,12.2145,12.644,15.4441,14.6507,11.4493,16.5157,15.4758,13.0912,16.6163,15.0057,15.0973,18.054,13.4507,12.5817,18.1405,17.0106,13.4908,18.4239,11.7303,13.0024,17.7873,17.474,14.8028,17.2726,17.0662,14.3167,17.2005,18.6145,13.5118,16.766,15.4859,14.8937,16.6866,17.2609,14.3704,18.1243,11.2427,15.0175,15.4134,15.5972,14.7113,15.9315,10.7201,13.8913,10.0604,20.8753,13.4851,17.9397
"720","PFLU_0811",111.402,73.5044,85.6189,93.1649,81.0638,76.4308,120.46,83.5264,85.0519,118.544,86.6203,99.1913,99.9791,91.5338,106.118,99.4117,97.1608,124.332,97.943,91.0423,108.903,84.6404,101.655,118.366,88.7202,93.1708,117.463,116.752,102.556,147.413,102.804,93.3551,125.031,119.582,108.299,171.623,86.7612,92.3436,116.582,128.151,108.75,152.085,91.8483,106.899,113.139,121.111,117.895,175.312,94.3707,114.816,91.3761,132.526,122.25,131.983,98.7771,126.068,105.826,136.624,122.557,150.606,78.7598,130.178,97.9778,122.241,125.814,154.25,102.419,134.357,92.2359,144.616,123.005,164.387
"721","PFLU_0812",34.6757,15.9091,19.8175,28.3812,16.4961,14.1203,34.7678,17.4778,18.5241,30.7656,18.1,15.2659,37.2944,20.2491,21.9347,28.7615,21.9723,21.7005,46.9291,23.7426,25.1052,35.6146,25.2486,23.7969,71.0989,24.0032,26.0008,88.6656,28.7449,29.5398,86.4834,29.8118,28.94,105.388,33.0628,33.2798,75.2141,30.1997,30.3323,88.0764,33.3353,36.1607,84.2332,30.0048,42.1143,92.9214,31.1861,52.7142,89.9071,32.1225,46.1174,107.177,32.2758,47.9695,74.5168,37.1406,53.0732,87.3715,37.7717,67.7269,71.7718,39.0944,51.6458,98.8867,42.1399,82.3231,77.7895,41.0626,52.1432,105.388,41.8172,76.1981
"722","PFLU_0813",29.637,11.5602,11.6282,24.0592,13.0659,13.6117,30.334,14.4886,14.3675,26.6247,15.024,13.7714,26.0268,17.5293,18.7853,23.2349,19.4641,18.3599,44.7301,18.2004,19.3062,29.8629,21.7672,19.0423,56.4466,19.0159,23.8195,77.3602,24.6337,24.9614,74.3005,26.8749,21.6547,84.1777,28.2665,26.3427,65.4076,26.0021,24.0852,74.5984,28.4079,24.4634,71.1794,23.816,34.2332,80.3242,24.657,43.5086,75.1002,27.1899,36.2975,85.9016,24.2742,40.0517,59.2921,36.1848,44.062,73.2689,30.9277,57.7414,68.8477,34.2354,43.4827,81.169,34.8349,68.3048,62.5141,37.5102,43.3891,46.4589,34.5025,61.2748
"723","PFLU_0814",35.4145,13.1112,16.3994,26.2059,14.5425,14.8857,32.2307,16.4715,16.0691,30.8933,14.759,14.6565,34.392,18.3712,18.9333,24.2675,20.5417,22.2273,44.9223,20.3358,19.6086,34.6594,22.7396,20.7577,65.2839,23.1735,22.804,91.9042,26.6969,24.0163,82.0586,28.0438,22.8098,105.999,27.2025,29.123,64.8065,26.8565,29.2035,84.877,28.5993,37.301,69.9935,28.3675,35.1784,84.9747,29.969,49.7966,80.0956,28.6985,35.6185,104.302,26.8345,46.2614,71.3785,34.835,45.1475,88.8752,37.461,61.0563,63.3333,37.3297,47.6155,98.1229,37.8386,72.9796,74.118,39.1988,47.0725,152.986,35.4021,75.5795
"724","PFLU_0815",70.187,21.5082,23.9127,57.0518,21.8447,25.204,54.2861,26.4011,25.6548,47.3575,25.6541,21.7067,48.1435,28.1339,30.7946,37.4623,30.3685,27.7447,65.4502,34.5236,33.0298,51.6706,34.2336,30.6285,94.2083,35.6628,34.0376,122.207,38.5955,37.8922,109.481,46.0769,38.5391,121.701,51.0841,39.2011,96.1542,43.32,48.0251,106.168,45.355,57.3489,95.7596,46.3934,55.9456,123.682,41.6448,62.6935,115.088,47.0186,60.727,122.811,38.5817,57.5287,100.518,50.055,62.509,110.659,54.2177,79.1584,78.356,58.1315,73.9487,126.805,55.5926,91.8212,86.5984,55.6522,68.8638,155.666,50.4144,87.8697
"725","PFLU_0816",151.135,133.227,134.455,141.694,122.177,130.083,137.135,127.355,130.705,135.292,122.202,133.374,109.223,126.951,137.399,103.846,130.805,149.367,105.632,133.831,129.754,94.1433,122.829,125.754,94.6123,129.216,129.669,105.104,118.49,149.881,88.0294,136.254,116.243,107.618,137.469,155.386,77.8483,130.096,110.22,101.036,126.451,149.367,84.334,129.805,104.608,100.079,128.327,149.012,74.2047,120.474,89.6936,115.63,115.942,123.213,87.2732,127.438,98.3076,108.708,114.018,133.696,68.0486,120.343,90.0084,100.757,117.247,136.112,91.1492,118.131,96.0568,181.966,101.34,146.63
"726","PFLU_0819",27.6276,13.8154,20.8271,25.6639,13.9646,21.0384,25.6236,13.0513,13.4811,21.6303,14.2441,15.939,20.8977,16.2732,18.6457,17.8733,17.1479,22.1552,23.564,19.2058,26.6266,15.8598,21.0059,23.8431,35.9448,21.5508,25.715,42.7148,24.3364,28.1675,38.6852,26.0596,26.0708,43.7537,27.1564,29.8452,28.0487,23.1028,28.3289,39.6027,23.2581,31.6385,31.3459,24.5796,42.3129,42.4865,25.154,53.1126,34.8465,30.8116,40.0421,46.5554,26.2676,41.502,33.3913,52.5652,35.4939,43.8695,46.4043,42.2948,50.1062,38.4389,31.0548,69.066,31.9274,44.77,83.063,33.7771,27.8281,72.7351,28.9226,47.3847
"727","PFLU_0820",25.786,10.5058,15.9733,20.2717,11.0798,16.469,23.2576,10.2172,12.2928,21.8314,11.4875,12.6178,23.7411,13.2597,17.4634,15.5612,14.8224,18.6533,21.4218,16.9413,25.032,15.176,17.4351,21.1654,35.9003,18.6882,22.8063,40.1849,20.1493,23.3748,32.7632,21.8374,21.7406,37.3917,21.9635,29.1118,26.8428,19.7875,25.2958,32.6967,23.0478,27.8198,25.8346,20.848,38.3557,41.3085,21.7542,47.176,34.8906,25.9482,34.8306,40.5768,26.7053,39.6458,33.0903,49.9174,29.535,38.866,39.5734,35.995,51.0538,32.6931,31.0763,65.0967,28.8201,41.4319,77.429,30.1736,24.4217,104.244,25.8496,41.023
"728","PFLU_0821",27.3581,9.62154,15.2967,20.8892,10.1157,17.2668,23.6546,10.0364,12.9576,20.7317,11.8001,11.9824,25.1988,11.441,17.1877,20.8109,12.9317,20.0875,24.3273,16.4706,22.0733,18.2623,17.9669,21.9494,38.5595,20.8862,22.0798,40.6175,21.9526,26.2639,36.7234,21.2074,22.6645,37.6726,23.154,25.2182,32.5337,22.1083,25.4604,33.1625,21.0693,25.7253,33.914,21.8242,36.3287,40.7619,22.7987,45.1159,34.8169,27.5631,35.4188,40.8998,25.652,33.8104,31.4906,48.6552,30.3764,41.3611,42.6763,30.8026,61.2903,32.8268,29.905,74.6354,31.4518,37.9594,86.7355,34.2202,32.9359,53.4839,26.0583,37.4504
"729","PFLU_0822",29.2053,9.90517,12.6852,21.3974,9.85948,13.9178,22.5883,11.6121,10.2961,22.4231,11.3393,12.7696,22.9332,12.2797,16.7635,16.6786,13.9306,18.3234,27.018,16.8061,20.8436,19.8909,16.3706,20.2726,39.8064,17.5873,21.238,44.6597,20.4812,29.2939,38.18,21.2559,24.7721,39.4041,23.0711,26.511,30.904,19.8452,28.0052,36.9736,21.4669,27.4898,35.7906,21.9548,42.3153,41.5808,22.3817,47.8907,40.7844,30.5598,35.9847,46.4271,30.4791,37.7903,38.8347,55.6455,32.4048,42.3259,46.2682,31.8562,68.1678,35.4489,32.6393,91.1377,32.9362,42.4392,87.2751,33.2024,30.165,126.266,27.4861,37.2387
"730","PFLU_0823",13.7607,5.89519,7.57638,10.6623,6.07253,6.27317,17.9263,6.16702,6.95138,14.392,5.90432,7.41622,18.0799,8.40693,12.7026,13.7393,9.20873,11.8023,22.8983,12.0576,17.9906,12.5707,11.5252,16.9674,43.238,14.3538,18.3203,47.4874,14.6759,19.0812,32.4515,18.5449,20.2095,39.6087,19.526,23.151,24.4659,18.7946,25.3443,30.2748,19.7463,34.1505,28.0587,21.5018,56.6192,36.5637,23.2615,70.731,37.8106,37.6049,42.2569,45.3527,36.2522,51.4788,41.7474,66.7729,36.5372,48.3052,59.856,42.5294,95.524,42.1139,33.0507,138.482,36.2427,45.2604,150.103,38.819,36.3951,266.535,31.5309,54.5889
"731","PFLU_0824",20.5943,8.00684,10.5976,14.6464,7.78347,9.50361,28.8206,8.0849,10.8311,24.0121,9.35969,9.91872,29.0209,13.0104,20.8218,21.6786,13.7165,19.2796,41.8293,21.0917,30.5459,27.4036,20.6309,26.8261,91.0556,23.9357,29.2969,97.6634,26.4605,30.2573,71.466,36.512,32.171,85.31,34.6129,39.6826,55.9491,37.0935,43.8656,68.9453,37.3214,60.4467,60.9733,45.0559,113.86,79.5081,44.5483,146,81.2262,84.8907,98.2719,95.9454,76.593,113.324,90.2992,153.479,83.9146,109.944,134.227,97.814,233.967,107.323,78.1278,323.784,91.4123,105.424,391.223,89.646,85.003,804.56,73.8237,128.137
"732","PFLU_0825",11.3114,4.59594,9.181,10.0923,4.90507,7.3389,13.7695,5.54716,6.85801,13.3101,4.90638,5.82557,14.1685,8.28799,10.7987,10.6375,8.29053,12.0815,19.9866,11.773,15.0392,13.6562,10.8057,14.2327,26.1009,12.026,14.3465,31.954,12.4598,14.8882,16.875,15.8521,14.8353,19.1497,16.164,18.3953,16.9154,16.5479,20.2781,22.2749,15.8026,26.6184,19.8606,17.7103,49.3288,23.9879,17.5983,55.8047,26.2998,38.7476,25.6975,31.0546,33.4509,24.9385,29.3131,33.0394,21.7714,33.7608,31.9148,25.4507,99.6005,22.7431,23.5002,140.515,20.1329,29.8679,73.9474,22.5526,19.4719,124.104,17.3153,32.2342
"733","PFLU_0826",49.4363,18.3623,35.1285,38.2933,20.5331,34.1114,54.3256,21.7637,25.218,50.8686,24.1396,29.1895,58.4008,31.9206,44.1695,43.9991,34.5021,51.2426,103.941,43.2464,49.9631,63.1212,43.7664,55.5079,108.523,48.7306,56.3678,125.637,50.2962,65.8385,84.4615,53.2087,75.1255,90.552,56.2223,78.1964,88.8367,54.0455,101.777,105.122,58.8548,112.875,97.6309,61.8177,187.568,126.026,65.7945,209.341,115.925,131.938,105.953,144.863,124.547,110.532,140.174,113.442,107.065,154.779,108.328,121.294,345.597,89.2341,115.971,528.681,78.3215,133.35,300.196,86.712,109.448,431.232,73.3056,151.853
