"geneID","1-Rep1_S1","1-Rep2_S25","1-Rep3_S13","1M-Rep1_S13","1M-Rep2_S1","1M-Rep3_S25","2-Rep1_S2","2-Rep2_S26","2-Rep3_S14","2M-Rep1_S14","2M-Rep2_S2","2M-Rep3_S26","3-Rep1_S3","3-Rep2_S27","3-Rep3_S15","3M-Rep1_S15","3M-Rep2_S3","3M-Rep3_S27","4-Rep1_S4","4-Rep2_S28","4-Rep3_S16","4M-Rep1_S16","4M-Rep2_S4","4M-Rep3_S28","5-Rep1_S5","5-Rep2_S29","5-Rep3_S17","5M-Rep1_S17","5M-Rep2_S5","5M-Rep3_S29","6-Rep1_S6","6-Rep2_S30","6-Rep3_S18","6M-Rep1_S18","6M-Rep2_S6","6M-Rep3_S30","7-Rep1_S7","7-Rep2_S31","7-Rep3_S19","7M-Rep1_S19","7M-Rep2_S7","7M-Rep3_S31","8-Rep1_S8","8-Rep2_S32","8-Rep3_S20","8M-Rep1_S20","8M-Rep2_S8","8M-Rep3_S32","9-Rep1_S9","9-Rep2_S33","9-Rep3_S21","9M-Rep1_S21","9M-Rep2_S9","9M-Rep3_S33","10-Rep1_S10","10-Rep2_S34","10-Rep3_S22","10M-Rep1_S22","10M-Rep2_S10","10M-Rep3_S34","11-Rep1_S11","11-Rep2_S35","11-Rep3_S23","11M-Rep1_S23","11M-Rep2_S11","11M-Rep3_S35","12-Rep1_S12","12-Rep2_S36","12-Rep3_S24","12M-Rep1_S24","12M-Rep2_S12","12M-Rep3_S36"
"2172","PFLU_3410",8.59215,7.61183,12.4546,7.64389,7.42033,10.9824,6.87981,8.16493,10.1082,6.63522,7.4957,10.2439,9.39886,8.20267,11.7343,8.78755,8.34266,12.0478,11.6304,8.15901,11.3629,8.2212,8.2311,10.8517,9.20479,7.5972,8.71909,10.402,7.10063,10.1081,12.6516,8.66627,8.93642,12.7725,8.23183,10.7418,10.5205,8.22841,9.70855,13.3459,7.64476,11.2869,9.44281,8.55074,11.5143,13.5013,9.2194,13.8357,11.6628,9.40445,10.7419,12.5817,9.34957,11.1599,11.1027,9.89743,11.3127,11.6112,8.35971,15.7347,9.83512,10.1853,11.5894,13.1531,8.72268,14.3393,10.5098,11.7957,7.60383,14.131,8.38072,12.9154
"2173","PFLU_3412",13.3524,18.0399,12.053,8.7892,19.4411,9.12349,17.9754,20.4374,10.8463,17.657,18.9238,9.44956,32.8243,18.6853,12.992,24.3033,21.0409,12.3724,44.7433,18.3221,14.7655,29.7914,20.9162,15.3457,42.023,19.2202,17.5216,54.6409,22.0512,21.2861,54.4923,22.3766,21.5944,57.6673,23.3618,22.6644,46.8567,23.5908,28.7809,63.0011,26.1026,30.004,43.2598,29.4646,42.1749,73.0849,28.96,42.2159,64.7744,40.1283,41.2306,80.1175,34.5312,43.0022,67.2021,43.0953,59.6401,81.498,41.2016,58.1337,53.0812,50.5943,60.9959,84.2753,44.2866,77.6319,60.4947,54.7707,50.665,150.446,48.0588,79.5212
"2174","PFLU_3413",10.3812,12.8146,9.44528,5.03624,16.3416,5.98567,10.8899,12.5853,7.1012,9.32829,14.9163,3.87206,19.1066,12.7408,7.81564,8.20048,15.2985,6.36358,24.0755,11.9425,10.2264,17.0699,15.6008,9.39584,22.8991,13.0175,14.5517,38.7526,12.2953,15.6418,39.2085,16.089,16.8075,42.0049,17.0921,16.799,27.0252,14.7345,21.2748,46.0693,18.5077,27.135,25.8702,22.3515,31.0132,48.4032,22.1224,28.1332,44.798,29.0545,28.1544,60.4906,21.7207,32.1586,42.1418,28.1603,39.7047,55.8367,27.3691,46.6814,26.6656,33.9735,41.5451,55.5285,28.7972,51.7532,36.6056,35.6411,24.2309,174.599,33.2333,60.6526
"2175","PFLU_3414",11.776,17.5946,12.5115,7.64375,17.9862,8.7562,15.7624,16.9974,12.3532,14.0077,16.904,7.82984,20.1614,16.8351,12.2181,16.3499,18.7075,10.4251,33.8785,18.0034,15.9163,19.6747,19.2127,11.4063,34.2411,18.7525,17.3784,52.785,17.7916,23.0454,53.967,21.2328,20.4632,55.9407,22.6544,22.8726,39.5082,23.6666,30.0158,62.1465,24.5458,36.0109,43.7378,29.2916,39.7782,74.2859,27.5902,42.2845,65.4655,39.2364,32.2323,85.9729,29.7901,51.9839,61.3577,42.8526,57.2435,86.4378,35.9746,73.1974,44.7178,46.6991,54.9267,94.362,39.0504,79.7029,60.2691,50.5061,47.4783,238.385,47.7258,95.956
"2176","PFLU_3415",8.89318,15.5221,10.1727,9.32936,16.0674,12.8468,14.9041,17.6382,9.46417,13.1709,16.1811,8.27253,19.5723,15.0584,9.4249,16.4091,14.5623,12.5326,33.2273,14.4213,11.6696,26.7096,14.7936,11.3538,35.891,18.7748,13.698,34.8444,17.3438,14.3309,40.4299,18.1032,17.5455,42.6705,17.8448,15.8533,42.3336,20.8356,21.8502,45.1119,21.7539,20.0301,41.3793,20.3866,31.4469,53.802,18.1426,30.8836,47.6982,27.0066,36.3718,46.8338,28.3218,30.7921,38.0171,35.0348,43.7176,53.6412,25.6772,37.4898,48.6642,33.4667,49.3283,66.2133,29.748,55.7409,46.168,40.6952,33.0862,22.8796,35.1621,62.1612
"2177","PFLU_3417",5.24329,5.1059,8.08751,4.47642,5.75007,6.05,5.65726,5.55503,4.95674,4.66442,7.13145,4.66741,7.10775,5.71245,5.53954,4.41872,7.21839,6.38685,10.4454,6.95112,5.80837,7.57166,6.17542,6.60061,10.236,5.76374,6.60526,14.2699,7.8792,7.84192,15.9315,7.34136,4.62453,12.3741,8.71219,7.26948,11.997,6.13568,7.25391,15.6877,7.91236,7.67806,13.6612,5.75079,9.58594,17.3313,7.47509,10.5066,11.3251,8.11956,9.14878,15.6311,7.63002,10.6786,11.8767,9.41748,10.7691,15.2812,9.81892,10.6424,10.8913,10.7485,12.0302,19.9157,8.08589,17.5949,13.1191,8.74126,10.8847,13.4282,9.18858,17.2782
"2178","PFLU_3418",24.7012,22.5563,29.7264,20.7984,24.6818,33.239,24.1052,23.2229,21.7952,21.1309,23.9506,26.3032,29.0488,24.0561,26.4279,22.6679,26.9161,31.0808,31.6009,26.0766,27.1108,25.6268,28.7441,32.2089,32.4225,21.8872,26.8896,39.5969,27.4563,43.1272,35.7228,24.3434,33.9325,42.6116,28.1709,40.935,31.9216,25.3718,32.0432,48.4103,27.253,45.392,32.4429,28.3531,38.879,40.6557,29.4531,42.2161,34.1512,28.9582,34.7623,46.3437,29.9249,41.7893,30.6601,28.7419,39.0886,41.6385,29.7154,49.4053,26.2711,33.1903,35.4448,39.3703,29.4311,50.6786,33.6046,32.8551,29.3227,42.4147,28.0781,53.9647
"2179","PFLU_3427",2.74273,1.85168,1.84165,2.12686,1.76945,2.40853,3.14455,2.60509,5.01235,3.12472,2.53174,5.39717,4.53787,3.0627,8.26904,3.8667,3.08298,9.48714,8.10354,3.80196,6.99743,5.178,3.50687,6.97236,10.3409,3.1301,5.98162,10.6208,3.93684,7.09748,10.3064,3.87588,5.33999,13.2041,4.34432,5.47815,8.95809,4.1078,5.90541,10.7059,5.6301,6.69808,8.55056,5.44329,11.6047,10.8515,5.74419,13.4102,7.88692,8.35602,12.3287,10.8805,7.28202,12.0287,8.68565,9.74731,14.3682,10.2631,7.71475,14.2301,9.8915,8.11417,12.2401,12.1183,6.98858,15.0665,10.4562,7.8286,11.4346,11.7918,5.99423,14.8789
"2180","PFLU_3430",9.34106,6.01426,10.4449,7.7704,6.42349,10.2912,7.89902,5.72402,8.17249,7.38208,5.96478,9.47716,7.0803,5.79072,6.4046,5.12615,7.043,9.29281,9.24985,7.79842,7.4911,7.57874,6.93107,7.81828,8.91368,5.44543,8.02826,10.5269,8.09126,9.37676,11.9759,6.60817,7.47126,14.0013,7.79655,8.8884,11.5173,7.20955,8.87615,12.4981,6.90189,8.86228,10.3689,7.41811,10.0142,15.4929,7.32034,11.0187,10.1929,7.00872,7.48886,12.489,8.06358,9.79272,10.5098,8.53836,10.3043,10.8514,8.57604,8.90666,9.13598,8.15686,9.28744,11.3682,6.76521,10.7472,7.98561,7.41323,8.00374,15.8106,7.04856,10.0569
"2181","PFLU_3432",4.42062,4.59273,4.29794,3.43824,4.76351,4.75196,3.40183,2.39076,2.72897,2.7837,2.4754,2.9318,3.92528,2.24009,2.37852,2.28806,2.20155,3.54723,8.59084,1.74722,2.22215,6.16954,2.19905,2.65602,19.171,2.02252,2.1662,20.2813,2.28503,2.56405,27.1767,2.14489,2.644,26.4828,1.66677,2.85546,26.2724,1.94774,3.298,26.122,2.49429,3.16112,31.3313,2.33192,5.97899,31.1903,2.30134,6.92534,32.8757,2.47593,9.83028,31.6314,3.35384,9.23575,25.5621,3.6337,9.86001,30.4411,4.57469,9.19923,37.9554,4.36926,12.1994,44.2421,5.94105,16.4797,42.3142,4.66862,12.7332,40.4554,6.17789,19.3845
"2182","PFLU_3435",15.0247,7.00819,20.2186,11.9765,11.5813,27.1799,13.9557,5.55241,18.1148,17.2276,6.29802,22.7281,23.7127,4.0139,17.9892,16.4865,6.25806,24.9108,36.2845,3.32581,16.0339,19.6392,6.31699,21.7692,40.7085,2.57304,19.2532,38.1644,5.01661,22.7481,57.6928,3.10445,29.9088,52.4919,4.68586,28.4484,59.6954,2.91981,34.0649,59.3278,4.0747,33.3626,61.7229,3.16549,50.7077,98.5376,3.2786,42.9643,58.0797,4.39171,48.2589,62.3919,4.15025,45.2881,63.2956,4.27315,58.1494,59.9056,4.41879,41.4858,50.1974,5.64918,50.7454,66.4171,6.05843,47.3643,42.5957,8.91783,38.0921,53.8062,9.24406,38.8928
"2183","PFLU_3436",4.51452,2.1977,7.47273,4.04277,3.06179,7.77923,4.13562,1.89812,4.75681,4.56411,2.59952,5.8689,6.09088,1.95993,5.223,3.6233,2.3759,5.98551,6.91345,1.90377,4.34647,4.05044,1.91891,6.29688,5.74814,1.53651,5.00419,5.24548,1.85446,5.96305,6.76038,1.63728,7.03576,6.47497,2.09133,6.51915,8.45684,1.51618,6.11228,7.21024,2.11405,5.79194,7.61969,1.56894,7.5286,8.30852,1.94222,9.11897,6.2979,1.62503,5.95477,6.3254,1.75841,5.93474,5.51685,2.12708,7.30613,6.41414,1.64295,7.86737,5.94396,2.02804,7.1416,7.38184,1.78256,7.15035,7.06213,1.6259,3.23163,9.8917,1.83641,5.47774
"2184","PFLU_3438",10.4426,5.09537,6.98265,8.32725,4.75814,7.48035,7.11372,4.09093,5.3342,5.64211,4.89568,4.98794,6.60834,4.35817,4.63247,4.70378,4.0405,5.78264,12.6612,4.14717,4.16078,9.244,4.4067,4.93335,18.7617,4.25796,4.70514,25.1029,4.2609,5.57608,26.4012,5.5312,5.11562,28.2723,4.43998,5.18053,23.8644,4.99248,5.39607,24.309,4.47789,5.07945,23.0669,5.00361,8.16875,27.0771,5.11238,10.3173,26.0334,5.07928,9.77062,29.0068,5.78646,10.8502,22.0081,8.18358,11.4535,24.4554,10.4534,11.1696,23.0823,8.14048,11.0084,33.0408,10.6982,17.1047,29.4806,8.07419,11.4445,29.3021,8.51648,16.8968
"2185","PFLU_3444",2.57057,2.05983,3.70899,2.18535,1.96897,2.83602,2.32711,2.16461,3.66987,2.6282,2.06911,3.53032,2.98483,2.15439,4.05798,2.37357,2.44023,5.25644,3.33609,1.97906,3.56465,2.69647,2.48696,4.04093,3.95847,2.28977,3.58164,4.07966,2.733,3.46236,5.08148,2.58112,3.25083,4.58464,2.54818,3.23494,4.5739,2.58416,3.48506,4.18147,2.47579,3.49883,3.31274,3.12135,4.82316,4.62392,2.59683,4.95167,3.55582,3.71516,4.93682,4.59933,3.19947,4.38843,3.66358,3.72307,4.94802,3.97343,3.34372,3.91431,3.06199,3.48343,4.98596,3.7593,2.8013,5.44475,3.38471,3.15963,3.47586,2.01756,2.69495,4.67885
"2186","PFLU_3445",4.94604,5.63473,9.90636,3.5817,6.52758,10.0389,2.95983,4.82872,5.24523,4.42389,6.06339,6.33225,7.87021,5.46065,5.7078,4.08191,6.33655,6.85757,8.06616,5.21698,4.80019,4.26132,5.7176,6.44106,8.53135,5.75427,7.23308,7.93087,5.58722,5.81291,10.7092,6.19482,7.81203,8.57392,6.45057,7.07674,12.5395,5.90448,9.84054,12.2317,6.33922,9.29183,10.2101,6.05305,12.4275,14.6946,6.47822,10.187,11.9342,5.88249,11.0346,12.2855,6.37802,10.3951,8.40018,6.72834,12.3555,9.82631,7.24587,13.0511,7.78841,8.42507,12.5796,11.8558,7.49942,10.3156,6.86872,8.45224,6.74697,8.14025,5.80108,9.95422
"2187","PFLU_3446",5.73658,12.7899,11.9486,4.99919,15.3542,11.6951,5.82636,10.0459,6.15978,5.23089,9.46612,7.77388,12.7586,8.64455,7.16922,5.22752,8.61383,9.11497,9.26321,6.03748,6.12735,5.1769,7.46129,7.54258,8.00997,6.91136,8.62962,8.25698,7.40467,10.1275,9.36913,6.91416,11.3804,9.71148,5.93077,8.36913,9.48451,6.74056,9.70817,8.04405,6.22847,7.1193,7.085,7.22584,9.91204,10.3701,6.75325,8.87952,7.97246,7.11803,8.66723,7.85022,5.35627,8.74569,5.97274,6.50573,9.48367,7.77268,5.33994,9.16109,5.08288,8.33958,8.55149,7.97129,5.36906,8.55571,5.14349,7.76898,5.62083,8.48201,5.28142,7.54009
"2188","PFLU_3448",5.66548,6.2668,5.7867,5.35445,6.73425,8.76068,6.52518,6.45994,6.87805,5.32659,7.48682,7.00239,10.5402,6.60605,7.6771,7.11262,7.25006,9.20096,10.1752,6.88178,6.02503,7.14796,7.93806,7.43858,9.62478,7.39425,7.31701,10.8225,8.05378,9.78487,12.761,7.48045,8.25704,12.2635,6.70608,10.6011,13.4657,6.52228,9.27388,11.6571,7.584,9.47983,12.6107,7.24285,12.8622,14.8459,7.43358,14.9635,13.2016,7.92347,13.3452,12.6869,8.00732,11.1586,14.288,9.29343,14.0248,11.2347,5.70655,13.6217,10.7783,9.1212,10.3433,11.8822,8.07195,15.5504,10.5486,9.31811,9.74807,10.4716,7.81207,12.5912
"2189","PFLU_3453",24.5104,18.3928,28.2135,20.2085,19.5715,29.7853,22.7077,18.5278,20.5072,21.7561,19.9048,20.7286,29.9706,22.9931,22.397,19.4578,22.6966,27.8571,34.3821,21.1522,23.5338,24.6144,23.8974,23.5293,30.7199,24.176,23.4579,32.298,25.2078,29.7299,35.7892,24.0322,27.3454,38.0365,26.4241,31.4793,36.1662,23.0256,29.6255,39.7356,24.5862,30.5047,34.9167,25.0782,39.21,44.4573,24.5363,44.7839,35.4586,28.6089,31.6181,42.2746,26.0306,31.2345,38.273,32.0254,33.9973,38.2915,26.8907,35.9817,40.9246,30.5545,33.2484,52.8489,26.076,44.3933,36.1288,29.6657,25.931,31.7618,24.9286,42.8348
"2190","PFLU_3464",6.34628,7.26777,19.1539,5.82735,7.01894,13.8703,6.6352,5.08015,6.11093,6.49612,7.93177,8.26174,8.60252,5.61087,6.46801,6.2964,6.39418,8.34015,10.1913,5.14792,6.23161,7.16905,6.89111,6.87348,12.3899,7.19295,6.72498,11.8621,7.39515,10.0732,14.5033,6.35718,9.66912,14.1428,6.47032,9.57628,14.7914,6.33825,9.34125,16.5166,6.70675,10.5276,15.4163,7.55482,13.911,19.6105,6.74145,15.6449,16.0765,8.35775,12.4821,16.8387,6.59828,14.2019,13.3704,8.80351,13.3796,15.0823,8.16268,14.016,18.4735,9.94685,14.3414,23.5161,7.55034,16.7283,15.66,9.67598,12.1904,24.8723,7.23533,16.2372
"2191","PFLU_3465",3.7339,3.71789,5.00652,3.36149,4.25999,6.55133,3.48646,4.01876,3.11329,2.73579,3.62,4.06646,4.20219,3.04498,3.23986,3.12059,4.1941,4.3786,5.4045,3.81475,3.74239,3.50636,4.1657,4.73207,5.77921,3.81259,3.9262,5.29458,4.81639,4.48128,6.01589,3.58025,4.73258,8.25264,4.53145,4.18711,6.76876,3.56923,4.98096,7.36512,4.37844,5.52974,7.00484,4.35673,7.18022,7.43598,4.66247,7.00882,7.10178,3.65127,6.44179,8.1175,4.36451,6.07722,6.56231,5.61745,7.69055,6.51473,3.69835,6.21255,7.35335,5.38257,7.45646,9.2154,4.26771,7.24093,6.3317,4.88268,4.62178,5.01203,4.02653,5.05879
"2192","PFLU_3467",10.3177,10.9373,12.9269,8.12457,11.9253,14.9211,10.3281,10.4388,11.5125,9.50498,14.8729,12.4555,13.8689,11.5087,10.5417,10.8791,14.0599,13.0981,15.0017,10.7582,10.9297,13.2245,13.2796,12.4551,17.8038,11.0751,11.8262,17.8803,12.2173,13.1938,18.988,11.307,14.1251,19.6009,11.8218,19.125,16.977,9.93046,15.494,21.5619,12.4992,19.1234,20.864,13.2017,21.0712,24.2779,13.425,28.8805,17.9239,13.7779,20.1497,23.3273,14.0131,23.3775,22.0113,15.1808,20.8607,22.2382,15.4579,24.3126,17.2679,17.2972,19.9296,25.6023,14.0973,25.2289,22.5411,16.8719,20.9353,29.2928,16.2765,26.0199
"2193","PFLU_3478",9.02457,6.88828,9.19192,7.04928,6.82281,8.02545,7.26573,6.29654,8.11126,7.10662,6.23407,8.78247,7.55834,6.75229,8.55061,5.42625,5.98521,8.50934,8.50368,6.7866,7.67433,7.33415,6.25732,7.76001,7.20883,7.03548,8.25325,9.35957,6.72484,9.55906,9.23737,7.0402,8.01328,9.16568,7.08686,8.62455,8.49342,6.30732,8.165,9.50755,6.32692,8.53622,9.08447,6.78136,11.1186,10.1445,6.34981,10.2259,8.89669,6.85336,8.51151,10.1221,5.84195,8.1545,9.40042,7.48858,9.17808,9.92303,6.42749,9.49619,8.49497,7.48115,8.21714,10.8523,6.23745,12.2927,8.44602,8.04155,6.53864,4.41238,6.21069,10.8178
"2194","PFLU_3479",15.7677,10.8554,16.7211,12.9257,9.82071,11.2432,11.3402,9.71024,13.039,11.3237,10.0166,13.0253,12.6496,10.8587,13.3559,10.5515,10.6675,15.2472,13.3906,11.0779,13.7747,11.0711,10.3154,13.014,11.2402,11.7006,13.5789,13.905,11.7326,14.7384,14.5668,11.4377,12.6022,15.7082,10.6974,13.2631,12.1589,10.226,13.0169,14.8655,10.8576,13.5652,13.5466,11.2221,16.1716,17.324,11.6104,17.9128,13.5979,11.127,11.2924,17.0285,11.6116,14.0136,11.6877,12.4076,13.8016,13.9964,9.52369,15.2385,12.7478,12.092,13.0267,17.9977,11.3522,18.7577,12.2094,13.1612,9.60408,13.0546,9.21743,15.5539
"2195","PFLU_3481",26.5541,22.5119,33.7016,22.71,22.9368,33.6754,23.231,20.9621,28.66,22.8718,21.2198,29.6821,24.1277,22.754,29.3901,19.4311,25.2867,35.5319,27.0702,20.9404,29.4828,22.7177,22.0471,31.1411,21.4252,22.3226,26.5867,27.6673,25.9165,31.9327,25.161,22.3904,23.6267,32.4481,24.7644,30.7406,22.8544,22.4739,25.8566,29.3448,23.1417,26.591,23.868,21.6056,27.7523,30.4348,23.3533,39.996,22.2851,24.6163,23.4923,30.8468,23.401,24.0769,23.6686,28.1621,26.8192,29.8464,22.3564,33.0108,23.017,23.3732,23.9626,34.4829,19.9977,39.4899,26.0769,24.1971,22.1306,27.402,21.309,37.5256
"2196","PFLU_3483",3.9709,4.96418,6.11922,3.33384,4.95085,7.42346,4.18133,4.71374,4.23339,3.29199,4.45597,4.63563,4.38828,5.11074,5.48465,4.03509,4.28359,5.18012,5.37722,3.84662,4.36725,3.79651,4.23405,4.71707,5.36649,3.81543,4.58784,4.56996,3.95231,5.03717,5.7833,4.34926,5.17521,6.04417,5.31853,4.60457,5.54171,4.07286,5.61877,5.15006,3.86528,5.08355,4.21666,4.00596,5.26649,5.90126,3.65088,5.61708,5.66369,3.3215,5.27596,6.25195,4.26252,4.46589,5.92055,4.55676,5.52431,5.7977,3.28966,5.3425,4.36939,4.45532,5.31007,6.55184,3.39646,6.26064,4.83462,4.6265,3.59626,7.13528,3.43011,5.44743
"2197","PFLU_3484",8.56587,10.946,15.6996,6.72021,11.5029,11.5226,6.21566,8.69454,8.50735,6.5759,9.0855,9.80936,6.9074,9.75683,8.93132,6.68215,9.41457,11.0569,10.3999,6.31919,9.59242,7.9125,9.37759,9.72126,9.7683,6.81203,9.56447,8.90041,8.63267,10.5488,12.7533,7.72568,10.0013,11.1647,10.0392,11.4881,8.79428,8.00445,11.7898,12.0962,8.13481,9.4342,9.85366,7.98287,12.6645,11.9986,6.50182,10.7562,9.34667,7.30533,9.56773,10.1968,8.21703,9.75518,8.81365,9.24297,11.3264,11.9186,6.6968,13.201,7.76262,6.84653,10.8086,12.657,7.06417,12.6674,12.7472,7.28503,9.07374,9.61131,8.60321,12.5722
"2198","PFLU_3485",6.63069,6.25153,14.0903,5.6293,6.94497,13.4792,6.0345,5.91872,6.65122,6.02874,6.17398,6.96946,7.17819,6.91165,8.55555,7.63324,7.62791,10.0533,9.80376,6.43705,7.2091,8.02401,7.46036,9.37652,7.82436,7.35473,7.23369,10.6778,6.64146,10.5122,11.2605,6.3175,8.30637,12.6058,8.03849,8.85558,10.3216,6.44106,9.19903,11.063,7.30694,8.81174,10.1912,6.17981,10.0073,12.0716,6.59735,11.6341,11.3649,8.20291,12.4886,11.1051,8.51785,11.1794,11.0929,8.36022,11.7428,11.6194,6.21694,11.9054,9.95408,6.67586,11.3613,10.2841,6.46267,13.5,8.00606,7.05638,7.16406,7.2798,5.82688,8.84236
"2199","PFLU_3486",27.5336,37.3118,76.5163,24.1054,38.101,76.8054,23.1029,32.0356,33.6611,24.1753,34.6314,39.3318,35.3122,32.7378,35.5521,27.2689,34.9722,40.8946,41.0586,30.992,38.4213,30.7491,30.6023,34.0372,31.9228,33.7449,36.6886,43.1518,34.9643,43.375,41.8214,27.2176,32.577,43.5536,37.0497,40.777,36.7615,28.7625,38.8259,43.9712,30.6515,42.1285,35.7811,31.7575,40.6562,40.1187,31.4626,48.9306,32.2924,30.1124,42.2966,44.6051,29.2361,36.8257,32.6352,35.1725,44.3527,42.9499,28.3463,42.3197,28.6282,32.0856,37.2585,39.0252,26.6366,48.9286,29.3906,29.1616,26.202,22.24,27.795,49.4036
"2200","PFLU_3487",8.56432,8.15973,108.39,7.43452,15.4666,147.733,12.9762,4.27813,7.1399,10.0858,6.10814,6.36367,52.1033,5.46309,7.08196,25.7596,6.18489,8.22243,60.9687,6.64609,9.26212,29.169,5.62238,7.96652,90.3768,5.7465,19.5963,67.7795,5.9799,14.271,144.458,8.52555,54.0681,117.566,6.30092,26.0089,162.781,10.9619,70.515,140.38,8.4651,35.9313,168.125,15.084,107.556,214.84,8.54089,50.185,150.919,16.3797,143.973,122.797,9.01136,70.9975,139.276,21.4657,148.978,102.815,9.1515,62.918,113.058,24.8273,130.15,97.3528,9.02485,47.3022,40.074,20.2763,61.6889,24.5671,7.79822,26.8898
"2201","PFLU_3488",13.9063,16.3312,59.8329,10.3449,20.3797,69.8531,18.13,14.701,15.6244,9.11246,12.1587,12.2291,30.768,14.4916,14.4573,10.803,15.7212,16.7784,33.7075,12.7694,14.745,14.2203,13.726,15.1326,32.854,15.1351,19.8964,32.5393,14.3527,22.5045,66.9267,13.1334,32.9233,53.3836,13.9843,19.3028,62.2503,13.4396,44.0626,57.9776,12.993,23.0317,52.8904,15.5779,52.6312,64.2539,11.9501,27.567,63.4335,16.8623,76.3863,41.9449,15.3126,37.1029,44.4332,14.9836,63.2021,34.9364,14.4241,28.0664,29.2081,17.0869,67.1811,28.462,11.5253,25.349,13.4072,13.9818,17.6022,7.92881,9.52223,16.2358
"2202","PFLU_3489",345.63,493.441,513.46,293.532,507.501,482.011,349.985,420.328,379.867,326.306,419.076,392.496,372.381,356.216,323.938,278.815,357.13,345.73,420.538,317.298,288.719,305.863,311.772,295.185,409.12,293.725,295.405,455.165,303.104,331.152,431.443,312.588,323.452,480.832,333.842,382.908,393.457,300.78,339.571,468.108,320.637,402.818,392.707,324.402,437.423,495.235,341.259,532.155,388.578,381.827,380.81,490.148,349.518,433.488,410.206,427.665,403.741,488.009,362.09,475.904,419.667,426.614,384.485,581.666,369.563,517.968,495.341,429.066,357.284,705.161,356.502,547.796
"2203","PFLU_3490",49.9729,60.1331,73.2452,40.347,60.5372,61.7677,40.477,59.6288,72.1059,36.8532,60.071,71.9712,43.5902,58.0839,65.6213,36.9652,61.6144,75.6469,43.2184,51.5245,60.4483,39.2604,58.0064,61.079,35.7044,53.7022,53.2482,48.6469,58.9848,60.771,43.7519,53.83,45.8695,51.3259,57.1121,61.6241,36.6294,47.9046,46.645,47.6283,53.7799,53.1563,37.2211,48.0497,46.3021,50.5895,50.8652,64.4209,35.9352,53.8005,41.4912,48.8192,50.1445,42.0658,38.2914,51.918,44.871,50.5281,44.4913,55.3266,32.668,47.8758,39.057,47.4353,44.7112,65.0243,42.7678,50.5713,35.8568,30.8389,44.7778,61.2133
"2204","PFLU_3492",9.86877,8.09285,16.0253,8.39575,8.93759,19.9198,7.6587,7.09277,8.93814,7.94361,8.40439,9.41369,12.9281,8.02238,8.34931,8.71572,8.35855,10.0583,14.7275,6.57834,8.50905,9.84804,8.87299,9.91128,13.791,7.10571,8.5086,11.5758,8.15024,10.3508,16.115,6.6134,13.7175,14.7446,6.68488,13.5056,17.6216,7.01977,15.1556,16.9513,7.99575,13.3175,15.7381,9.39652,19.2963,17.6029,8.5056,17.4147,15.1425,10.6635,18.0813,18.2382,8.75915,14.7119,15.8296,10.805,15.5947,15.976,8.4548,15.8978,18.6497,10.8389,17.0828,19.3526,8.86254,16.372,16.0843,11.4244,12.2184,19.5741,8.73417,15.3701
"2205","PFLU_3493",4.34863,4.20249,7.94121,4.64122,4.00361,9.17468,4.69558,3.89395,4.22612,5.39152,4.41842,5.50188,9.83048,4.23731,4.01164,5.37855,4.63095,5.94127,9.57031,4.02067,5.20367,6.17259,5.19983,5.09083,10.5857,5.27757,5.7264,10.5407,4.80879,6.66412,12.3306,4.34088,7.62452,10.5876,4.817,6.5704,14.0572,5.07475,9.38088,12.7004,5.54648,8.84002,13.4214,5.56528,10.9345,17.669,5.38262,10.2371,11.7108,7.14937,12.2661,15.0861,6.06488,10.1924,11.7948,7.0414,10.3462,12.7254,6.55211,9.88726,15.302,6.28564,10.1195,17.4434,6.35428,10.7295,12.3362,7.19592,9.37947,17.5665,5.22972,9.49744
"2206","PFLU_3494",6.13753,4.05704,13.3475,5.67604,5.21635,10.4579,7.35451,4.36654,5.14313,5.66605,5.48297,5.40351,7.29654,3.76527,5.25066,6.95725,5.71473,6.20362,11.2129,4.60088,5.50599,7.69771,5.72503,5.78465,9.98694,5.72471,6.80009,12.3065,6.26803,6.80154,10.9556,4.5309,7.82363,10.9252,6.70788,8.29946,10.9984,5.96634,8.87443,12.8763,6.54265,9.18025,13.6856,5.90934,12.0701,15.6166,6.80604,13.7805,13.4128,7.11907,10.1688,14.6038,5.62821,8.73099,14.8149,7.53426,11.4914,13.7888,7.52473,10.4476,12.8792,7.55764,8.9095,16.8409,6.27323,13.8726,13.1835,6.85946,9.73384,9.55346,6.00308,11.1306
"2207","PFLU_3496",2.92335,2.66874,3.56468,2.18841,2.53021,4.36747,2.26333,2.64537,3.33588,2.39595,2.65916,2.91679,3.07533,3.16314,3.43117,2.03296,3.3584,4.19368,4.49896,3.31711,3.5747,2.77975,2.80782,3.5065,3.29842,3.66424,3.77393,3.67183,3.11868,4.11497,3.89556,3.00238,3.8718,3.63461,3.25598,3.30099,4.54306,2.58905,4.04271,4.56581,3.14581,3.86451,4.51816,3.17682,4.58435,4.97836,2.5908,4.75582,4.21072,3.64323,4.50089,4.75552,3.26403,3.96541,3.43271,3.51553,3.77828,4.23736,2.40489,3.24481,3.7686,3.51764,4.8301,4.51878,3.03811,4.22344,3.03958,3.29751,3.61949,3.07814,2.57375,4.16731
